Blob hydrophobicity  class,Hydrophobicity cutoff,total SNPs,Blob length,Enrichment ,p value
h,0.57,30,25,2.25,1.40E-03
h,0.57,18,26,2.61,2.85E-03
h,0.57,11,27,2.28,3.69E-02
h,0.57,12,28,0.44,1.79E-01
h,0.57,32,31,40.46,1.49E-38
h,0.57,1,34,0.0,1.00E+00
h,0.57,2,36,1.31,5.35E-01
h,0.57,1,39,0.0,1.00E+00
h,0.58,2816,1,1.08,7.58E-03
h,0.58,2954,2,0.89,5.81E-05
h,0.58,3866,3,1.01,6.23E-01
h,0.58,2653,4,1.17,2.53E-08
h,0.58,1711,5,1.29,2.49E-13
h,0.58,1245,6,1.27,8.44E-09
h,0.58,811,7,1.3,2.82E-07
h,0.58,490,8,1.38,9.02E-07
h,0.58,443,9,1.82,1.51E-18
h,0.58,349,10,1.63,2.40E-10
h,0.58,240,11,1.14,1.57E-01
h,0.58,200,12,1.44,3.34E-04
h,0.58,140,13,1.55,3.29E-04
h,0.58,167,14,1.81,7.95E-08
h,0.58,191,15,1.16,1.54E-01
h,0.58,112,16,2.02,1.63E-07
h,0.58,95,17,1.72,2.24E-04
h,0.58,67,18,1.27,1.69E-01
h,0.58,81,19,1.9,5.52E-05
h,0.58,40,20,0.56,3.94E-02
h,0.58,44,21,1.43,1.02E-01
h,0.58,61,22,1.88,5.13E-04
h,0.58,35,23,0.87,7.08E-01
h,0.58,32,24,1.15,5.77E-01
h,0.58,28,25,1.74,3.14E-02
h,0.58,14,26,0.73,7.00E-01
h,0.58,6,27,1.31,5.04E-01
h,0.58,2,30,1.31,5.35E-01
h,0.58,1,34,0.0,1.00E+00
h,0.58,1,38,0.0,1.00E+00
h,0.59,2792,1,1.07,1.29E-02
h,0.59,2912,2,0.9,1.54E-04
h,0.59,3583,3,1.04,1.01E-01
h,0.59,2432,4,1.24,4.65E-13
h,0.59,1603,5,1.28,1.16E-11
h,0.59,1067,6,1.36,7.34E-12
h,0.59,685,7,1.31,1.47E-06
h,0.59,437,8,1.46,4.20E-08
h,0.59,401,9,1.72,4.76E-14
h,0.59,271,10,1.48,9.28E-06
h,0.59,219,11,1.06,5.67E-01
h,0.59,191,12,1.66,9.90E-07
h,0.59,115,13,1.58,6.13E-04
h,0.59,131,14,1.54,6.42E-04
h,0.59,168,15,1.34,9.89E-03
h,0.59,82,16,1.84,1.10E-04
h,0.59,83,17,1.34,7.31E-02
h,0.59,64,18,1.23,2.72E-01
h,0.59,76,19,1.7,1.31E-03
h,0.59,32,20,0.89,7.93E-01
h,0.59,32,21,0.78,5.21E-01
h,0.59,50,22,1.66,1.02E-02
h,0.59,32,23,0.78,5.21E-01
h,0.59,34,24,1.86,8.72E-03
h,0.59,20,25,1.31,3.63E-01
h,0.59,16,26,0.78,7.17E-01
h,0.59,1,34,0.0,1.00E+00
h,0.59,1,37,0.0,1.00E+00
h,0.6,2776,1,1.08,4.28E-03
h,0.6,2840,2,0.93,7.09E-03
h,0.6,3310,3,1.05,4.31E-02
h,0.6,2154,4,1.34,8.19E-21
h,0.6,1358,5,1.3,3.18E-11
h,0.6,928,6,1.28,3.89E-07
h,0.6,554,7,1.59,4.96E-14
h,0.6,396,8,1.43,1.03E-06
h,0.6,318,9,1.77,1.31E-12
h,0.6,228,10,1.38,9.06E-04
h,0.6,179,11,1.15,1.96E-01
h,0.6,158,12,1.27,4.03E-02
h,0.6,102,13,1.86,1.24E-05
h,0.6,117,14,1.28,6.23E-02
h,0.6,151,15,1.25,5.83E-02
h,0.6,69,16,2.03,3.49E-05
h,0.6,74,17,1.91,9.07E-05
h,0.6,47,18,1.92,1.42E-03
h,0.6,39,19,0.65,1.43E-01
h,0.6,25,20,0.61,2.09E-01
h,0.6,25,21,1.03,8.78E-01
h,0.6,28,22,2.02,8.17E-03
h,0.6,20,23,0.15,2.17E-04
h,0.6,28,24,3.26,7.02E-06
h,0.6,9,25,0.16,3.87E-02
h,0.6,15,26,0.87,1.00E+00
h,0.6,1,33,0.0,1.00E+00
h,0.6,1,37,0.0,1.00E+00
h,0.61,2701,1,1.15,1.33E-06
h,0.61,2707,2,0.91,2.04E-03
h,0.61,3072,3,1.12,2.62E-05
h,0.61,1923,4,1.3,1.34E-15
h,0.61,1141,5,1.27,4.84E-08
h,0.61,805,6,1.28,2.58E-06
h,0.61,478,7,1.52,2.95E-10
h,0.61,337,8,1.41,1.50E-05
h,0.61,270,9,1.56,4.97E-07
h,0.61,171,10,1.52,1.41E-04
h,0.61,159,11,1.11,3.87E-01
h,0.61,139,12,1.21,1.20E-01
h,0.61,82,13,1.84,1.10E-04
h,0.61,114,14,1.22,1.56E-01
h,0.61,92,15,1.49,8.57E-03
h,0.61,72,16,2.97,5.01E-11
h,0.61,50,17,1.41,7.95E-02
h,0.61,29,18,1.4,2.17E-01
h,0.61,30,19,0.76,4.31E-01
h,0.61,17,20,0.4,5.62E-02
h,0.61,22,21,1.31,3.84E-01
h,0.61,23,22,2.45,1.71E-03
h,0.61,16,23,0.0,9.81E-06
h,0.61,13,24,2.09,6.34E-02
h,0.61,6,25,0.0,1.78E-02
h,0.61,1,33,0.0,1.00E+00
h,0.62,2687,1,1.18,7.70E-09
h,0.62,2662,2,0.89,1.08E-04
h,0.62,2985,3,1.08,5.59E-03
h,0.62,1825,4,1.32,8.80E-16
h,0.62,1083,5,1.29,1.21E-08
h,0.62,782,6,1.34,2.29E-08
h,0.62,438,7,1.4,1.16E-06
h,0.62,302,8,1.27,4.70E-03
h,0.62,275,9,1.69,2.06E-09
h,0.62,169,10,1.29,2.52E-02
h,0.62,144,11,0.96,8.02E-01
h,0.62,126,12,1.31,4.31E-02
h,0.62,78,13,1.88,1.01E-04
h,0.62,97,14,1.28,1.01E-01
h,0.62,89,15,1.53,5.40E-03
h,0.62,67,16,3.55,1.58E-13
h,0.62,48,17,1.42,9.31E-02
h,0.62,33,18,1.23,4.03E-01
h,0.62,24,19,1.1,6.36E-01
h,0.62,15,20,0.2,6.16E-03
h,0.62,21,21,1.44,2.05E-01
h,0.62,19,22,3.65,4.86E-05
h,0.62,17,23,0.0,4.68E-06
h,0.62,12,24,2.61,1.34E-02
h,0.62,6,25,0.0,1.78E-02
h,0.62,1,33,0.0,1.00E+00
h,0.63,2637,1,1.17,3.03E-08
h,0.63,2556,2,0.84,8.09E-09
h,0.63,2703,3,1.06,4.83E-02
h,0.63,1701,4,1.33,1.45E-15
h,0.63,1010,5,1.28,5.51E-08
h,0.63,687,6,1.41,5.51E-10
h,0.63,421,7,1.56,3.68E-10
h,0.63,288,8,1.15,1.05E-01
h,0.63,222,9,1.54,9.32E-06
h,0.63,155,10,1.22,8.39E-02
h,0.63,137,11,1.29,4.54E-02
h,0.63,117,12,1.2,1.87E-01
h,0.63,88,13,2.4,6.32E-09
h,0.63,78,14,1.01,9.31E-01
h,0.63,95,15,1.79,6.09E-05
h,0.63,56,16,1.51,3.21E-02
h,0.63,40,17,1.96,2.35E-03
h,0.63,30,18,1.49,1.23E-01
h,0.63,19,19,0.95,1.00E+00
h,0.63,16,20,0.44,9.68E-02
h,0.63,15,21,0.65,4.67E-01
h,0.63,11,22,1.57,2.94E-01
h,0.63,14,23,0.0,4.33E-05
h,0.63,3,24,0.65,1.00E+00
h,0.63,5,25,0.0,3.84E-02
h,0.63,1,33,0.0,1.00E+00
h,0.64,2553,1,1.11,3.58E-04
h,0.64,2456,2,0.83,1.25E-09
h,0.64,2540,3,1.03,2.53E-01
h,0.64,1578,4,1.27,6.13E-11
h,0.64,882,5,1.32,1.28E-08
h,0.64,659,6,1.49,2.29E-12
h,0.64,371,7,1.42,4.19E-06
h,0.64,271,8,1.2,3.81E-02
h,0.64,200,9,1.36,3.13E-03
h,0.64,146,10,1.54,3.43E-04
h,0.64,124,11,1.31,4.15E-02
h,0.64,99,12,0.96,8.80E-01
h,0.64,89,13,2.21,1.25E-07
h,0.64,73,14,0.91,7.27E-01
h,0.64,85,15,1.69,6.56E-04
h,0.64,52,16,1.93,9.91E-04
h,0.64,34,17,2.39,3.34E-04
h,0.64,24,18,1.1,6.36E-01
h,0.64,17,19,0.91,1.00E+00
h,0.64,13,20,0.39,1.02E-01
h,0.64,8,21,0.19,5.14E-02
h,0.64,8,22,0.19,5.14E-02
h,0.64,11,23,0.0,4.06E-04
h,0.64,5,25,0.0,3.84E-02
h,0.64,1,31,0.0,1.00E+00
h,0.65,2529,1,1.13,5.36E-05
h,0.65,2412,2,0.83,1.90E-09
h,0.65,2374,3,1.03,3.31E-01
h,0.65,1477,4,1.27,6.56E-10
h,0.65,812,5,1.28,1.61E-06
h,0.65,584,6,1.52,3.29E-12
h,0.65,347,7,1.39,2.60E-05
h,0.65,241,8,1.38,5.67E-04
h,0.65,172,9,1.22,7.83E-02
h,0.65,131,10,1.59,2.43E-04
h,0.65,117,11,1.24,1.04E-01
h,0.65,101,12,0.86,3.79E-01
h,0.65,69,13,2.16,5.39E-06
h,0.65,71,14,0.9,6.59E-01
h,0.65,76,15,2.24,6.73E-07
h,0.65,49,16,1.89,1.85E-03
h,0.65,30,17,3.05,1.16E-05
h,0.65,22,18,1.31,3.84E-01
h,0.65,14,19,0.98,1.00E+00
h,0.65,13,20,0.39,1.02E-01
h,0.65,5,21,0.33,3.85E-01
h,0.65,8,22,0.19,5.14E-02
h,0.65,11,23,0.0,4.06E-04
h,0.65,5,25,0.0,3.84E-02
h,0.65,1,31,0.0,1.00E+00
h,0.66,2448,1,1.12,1.22E-04
h,0.66,2304,2,0.82,1.06E-09
h,0.66,2255,3,1.03,4.23E-01
h,0.66,1388,4,1.24,5.09E-08
h,0.66,759,5,1.27,8.52E-06
h,0.66,529,6,1.46,2.54E-09
h,0.66,331,7,1.46,1.76E-06
h,0.66,237,8,1.46,6.11E-05
h,0.66,163,9,1.2,1.20E-01
h,0.66,109,10,1.93,1.59E-06
h,0.66,108,11,1.08,5.51E-01
h,0.66,104,12,1.12,4.44E-01
h,0.66,54,13,2.05,2.30E-04
h,0.66,76,14,0.9,6.09E-01
h,0.66,59,15,2.04,1.04E-04
h,0.66,44,16,2.07,6.81E-04
h,0.66,34,17,3.63,8.11E-08
h,0.66,17,18,0.71,4.93E-01
h,0.66,15,19,0.87,1.00E+00
h,0.66,11,20,0.49,3.06E-01
h,0.66,7,21,0.22,1.01E-01
h,0.66,4,22,0.44,7.35E-01
h,0.66,9,23,0.0,1.83E-03
h,0.66,5,25,0.0,3.84E-02
h,0.66,1,31,0.0,1.00E+00
h,0.67,2393,1,1.08,7.28E-03
h,0.67,2215,2,0.84,3.98E-08
h,0.67,2052,3,1.06,5.35E-02
h,0.67,1231,4,1.22,2.00E-06
h,0.67,689,5,1.36,4.51E-08
h,0.67,458,6,1.44,9.85E-08
h,0.67,307,7,1.42,2.52E-05
h,0.67,192,8,1.42,8.17E-04
h,0.67,160,9,1.48,5.77E-04
h,0.67,102,10,1.72,1.32E-04
h,0.67,89,11,0.85,3.51E-01
h,0.67,96,12,1.02,8.76E-01
h,0.67,46,13,2.45,1.78E-05
h,0.67,74,14,0.84,3.94E-01
h,0.67,64,15,2.67,2.01E-08
h,0.67,33,16,1.39,1.95E-01
h,0.67,33,17,3.48,2.98E-07
h,0.67,11,18,0.29,5.64E-02
h,0.67,13,19,1.12,6.65E-01
h,0.67,10,20,0.87,1.00E+00
h,0.67,6,21,0.0,1.78E-02
h,0.67,4,22,0.44,7.35E-01
h,0.67,9,23,0.0,1.83E-03
h,0.67,3,24,0.65,1.00E+00
h,0.67,3,25,0.0,1.84E-01
h,0.67,1,31,0.0,1.00E+00
h,0.68,2295,1,1.09,3.26E-03
h,0.68,2015,2,0.88,1.21E-04
h,0.68,1801,3,1.09,1.02E-02
h,0.68,1030,4,1.28,4.16E-08
h,0.68,619,5,1.39,2.48E-08
h,0.68,384,6,1.46,3.00E-07
h,0.68,292,7,1.52,9.81E-07
h,0.68,168,8,1.74,5.18E-07
h,0.68,129,9,1.28,4.70E-02
h,0.68,89,10,1.33,5.74E-02
h,0.68,77,11,0.75,1.40E-01
h,0.68,63,12,0.61,2.29E-02
h,0.68,40,13,1.77,1.14E-02
h,0.68,51,14,1.36,1.35E-01
h,0.68,57,15,2.41,2.13E-06
h,0.68,27,16,1.63,6.66E-02
h,0.68,29,17,2.48,3.91E-04
h,0.68,6,18,0.26,1.99E-01
h,0.68,15,19,0.87,1.00E+00
h,0.68,10,20,0.56,5.10E-01
h,0.68,9,21,0.0,1.83E-03
h,0.68,2,22,0.0,4.15E-01
h,0.68,2,23,0.0,4.15E-01
h,0.68,3,24,0.65,1.00E+00
h,0.68,3,25,0.0,1.84E-01
h,0.69,2205,1,1.11,1.51E-03
h,0.69,1875,2,0.96,2.90E-01
h,0.69,1547,3,1.06,1.49E-01
h,0.69,882,4,1.27,1.29E-06
h,0.69,549,5,1.26,2.06E-04
h,0.69,340,6,1.56,1.76E-08
h,0.69,234,7,1.52,9.75E-06
h,0.69,163,8,1.42,1.84E-03
h,0.69,104,9,1.71,1.16E-04
h,0.69,84,10,1.58,3.80E-03
h,0.69,65,11,0.82,3.65E-01
h,0.69,45,12,0.72,2.41E-01
h,0.69,34,13,1.86,8.72E-03
h,0.69,25,14,0.73,4.72E-01
h,0.69,51,15,2.85,8.57E-08
h,0.69,24,16,1.31,3.21E-01
h,0.69,25,17,3.36,1.36E-05
h,0.69,8,18,0.19,5.14E-02
h,0.69,8,19,0.78,1.00E+00
h,0.69,9,20,0.65,6.40E-01
h,0.69,2,21,0.0,4.15E-01
h,0.69,2,22,0.0,4.15E-01
h,0.69,2,23,0.0,4.15E-01
h,0.69,3,24,0.65,1.00E+00
h,0.7,2066,1,1.1,3.25E-03
h,0.7,1705,2,1.02,5.75E-01
h,0.7,1344,3,1.06,1.56E-01
h,0.7,786,4,1.42,2.13E-11
h,0.7,448,5,1.38,3.71E-06
h,0.7,296,6,1.64,2.99E-09
h,0.7,204,7,1.5,6.31E-05
h,0.7,149,8,1.29,3.42E-02
h,0.7,101,9,2.07,2.10E-07
h,0.7,70,10,1.74,1.10E-03
h,0.7,63,11,0.86,5.16E-01
h,0.7,38,12,0.68,2.06E-01
h,0.7,19,13,1.17,5.85E-01
h,0.7,17,14,0.28,1.32E-02
h,0.7,40,15,2.42,7.69E-05
h,0.7,22,16,1.57,1.42E-01
h,0.7,8,17,0.78,1.00E+00
h,0.7,8,18,0.44,3.45E-01
h,0.7,5,19,0.87,1.00E+00
h,0.7,9,20,0.65,6.40E-01
h,0.7,2,21,0.0,4.15E-01
h,0.7,3,22,0.0,1.84E-01
h,0.7,1,23,0.0,1.00E+00
h,0.7,2,24,0.0,4.15E-01
h,0.71,1978,1,1.09,1.43E-02
h,0.71,1575,2,1.0,9.54E-01
h,0.71,1214,3,1.15,9.25E-04
h,0.71,701,4,1.34,1.27E-07
h,0.71,389,5,1.33,1.46E-04
h,0.71,270,6,1.51,2.34E-06
h,0.71,175,7,1.45,8.40E-04
h,0.71,128,8,1.39,1.08E-02
h,0.71,78,9,1.78,3.14E-04
h,0.71,73,10,1.87,1.51E-04
h,0.71,48,11,1.2,3.59E-01
h,0.71,29,12,0.34,2.66E-03
h,0.71,18,13,1.04,8.55E-01
h,0.71,24,14,1.54,1.18E-01
h,0.71,17,15,0.91,1.00E+00
h,0.71,6,16,0.0,1.78E-02
h,0.71,2,17,0.0,4.15E-01
h,0.71,6,18,1.31,5.04E-01
h,0.71,3,19,0.65,1.00E+00
h,0.71,4,20,0.0,8.35E-02
h,0.71,2,21,0.0,4.15E-01
h,0.71,1,22,0.0,1.00E+00
h,0.71,1,23,0.0,1.00E+00
h,0.71,2,24,0.0,4.15E-01
h,0.72,1886,1,1.06,6.97E-02
h,0.72,1490,2,0.92,5.04E-02
h,0.72,1125,3,1.17,2.44E-04
h,0.72,620,4,1.34,7.08E-07
h,0.72,349,5,1.31,5.07E-04
h,0.72,246,6,1.61,1.92E-07
h,0.72,156,7,1.41,2.92E-03
h,0.72,122,8,1.54,9.64E-04
h,0.72,73,9,1.58,6.80E-03
h,0.72,62,10,1.69,3.88E-03
h,0.72,40,11,1.44,1.13E-01
h,0.72,26,12,0.31,2.52E-03
h,0.72,17,13,0.71,4.93E-01
h,0.72,23,14,2.03,1.24E-02
h,0.72,15,15,0.87,1.00E+00
h,0.72,4,16,0.44,7.35E-01
h,0.72,2,17,0.0,4.15E-01
h,0.72,4,18,1.31,6.69E-01
h,0.72,3,19,0.0,1.84E-01
h,0.72,4,20,0.0,8.35E-02
h,0.72,2,21,0.0,4.15E-01
h,0.72,1,22,0.0,1.00E+00
h,0.73,1816,1,1.04,2.67E-01
h,0.73,1388,2,0.91,2.63E-02
h,0.73,1058,3,1.21,3.73E-05
h,0.73,533,4,1.36,1.13E-06
h,0.73,334,5,1.34,2.98E-04
h,0.73,230,6,1.61,6.13E-07
h,0.73,116,7,1.18,2.14E-01
h,0.73,88,8,1.64,1.25E-03
h,0.73,53,9,1.46,5.09E-02
h,0.73,58,10,1.61,1.29E-02
h,0.73,36,11,0.83,6.24E-01
h,0.73,21,12,0.41,3.16E-02
h,0.73,16,13,0.78,7.17E-01
h,0.73,19,14,3.65,4.86E-05
h,0.73,9,15,0.16,3.87E-02
h,0.73,4,16,0.44,7.35E-01
h,0.73,1,17,0.0,1.00E+00
h,0.73,5,18,0.33,3.85E-01
h,0.73,2,19,0.0,4.15E-01
h,0.73,3,20,0.0,1.84E-01
h,0.73,2,21,0.0,4.15E-01
h,0.73,1,22,0.0,1.00E+00
h,0.74,1738,1,1.03,4.70E-01
h,0.74,1286,2,0.94,1.90E-01
h,0.74,990,3,1.22,1.69E-05
h,0.74,452,4,1.27,4.91E-04
h,0.74,324,5,1.39,5.57E-05
h,0.74,208,6,1.71,6.67E-08
h,0.74,106,7,0.96,8.83E-01
h,0.74,73,8,1.34,8.51E-02
h,0.74,48,9,1.83,2.97E-03
h,0.74,41,10,1.24,3.17E-01
h,0.74,31,11,1.22,3.91E-01
h,0.74,16,12,0.44,9.68E-02
h,0.74,14,13,0.36,5.73E-02
h,0.74,19,14,3.65,4.86E-05
h,0.74,6,15,0.0,1.78E-02
h,0.74,4,16,0.44,7.35E-01
h,0.74,1,17,0.0,1.00E+00
h,0.74,4,18,0.44,7.35E-01
h,0.74,2,19,0.0,4.15E-01
h,0.74,3,20,0.0,1.84E-01
h,0.74,3,21,0.0,1.84E-01
h,0.75,1697,1,1.04,2.92E-01
h,0.75,1204,2,0.94,1.39E-01
h,0.75,920,3,1.25,4.43E-06
h,0.75,396,4,1.19,1.87E-02
h,0.75,293,5,1.49,3.14E-06
h,0.75,189,6,1.6,7.37E-06
h,0.75,101,7,0.93,7.10E-01
h,0.75,64,8,1.48,2.77E-02
h,0.75,38,9,1.31,2.36E-01
h,0.75,39,10,1.24,3.08E-01
h,0.75,24,11,1.31,3.21E-01
h,0.75,12,12,0.44,1.79E-01
h,0.75,12,13,0.26,4.31E-02
h,0.75,17,14,4.24,2.01E-05
h,0.75,5,15,0.0,3.84E-02
h,0.75,4,16,0.44,7.35E-01
h,0.75,1,17,0.0,1.00E+00
h,0.75,2,18,0.0,4.15E-01
h,0.75,5,19,0.0,3.84E-02
h,0.75,1,20,0.0,1.00E+00
h,0.76,1613,1,1.01,7.74E-01
h,0.76,1120,2,0.94,1.83E-01
h,0.76,847,3,1.3,2.85E-07
h,0.76,358,4,1.13,1.26E-01
h,0.76,272,5,1.49,5.77E-06
h,0.76,173,6,1.63,8.40E-06
h,0.76,84,7,0.84,3.78E-01
h,0.76,59,8,1.44,5.05E-02
h,0.76,34,9,1.47,1.13E-01
h,0.76,31,10,0.82,6.00E-01
h,0.76,22,11,1.57,1.42E-01
h,0.76,12,12,0.65,5.42E-01
h,0.76,19,13,1.79,6.37E-02
h,0.76,6,14,0.65,7.76E-01
h,0.76,5,15,0.0,3.84E-02
h,0.76,5,16,0.0,3.84E-02
h,0.76,2,17,0.0,4.15E-01
h,0.76,2,18,0.0,4.15E-01
h,0.76,2,19,0.0,4.15E-01
h,0.76,1,20,0.0,1.00E+00
h,0.77,1471,1,0.98,5.91E-01
h,0.77,960,2,0.99,8.63E-01
h,0.77,694,3,1.28,7.41E-06
h,0.77,314,4,1.41,3.23E-05
h,0.77,212,5,1.55,1.21E-05
h,0.77,148,6,1.62,4.10E-05
h,0.77,66,7,0.85,4.69E-01
h,0.77,47,8,0.97,1.00E+00
h,0.77,20,9,1.07,7.31E-01
h,0.77,22,10,0.21,5.60E-04
h,0.77,16,11,2.87,2.05E-03
h,0.77,19,12,2.24,1.38E-02
h,0.77,5,13,0.0,3.84E-02
h,0.77,4,14,0.44,7.35E-01
h,0.77,2,15,0.0,4.15E-01
h,0.77,1,16,0.0,1.00E+00
h,0.77,1,18,0.0,1.00E+00
h,0.77,1,19,0.0,1.00E+00
h,0.77,1,20,0.0,1.00E+00
h,0.78,1333,1,0.98,7.22E-01
h,0.78,822,2,0.97,5.61E-01
h,0.78,584,3,1.43,3.99E-09
h,0.78,264,4,1.39,2.63E-04
h,0.78,163,5,1.46,8.59E-04
h,0.78,122,6,1.39,1.12E-02
h,0.78,50,7,1.11,5.81E-01
h,0.78,39,8,0.91,8.12E-01
h,0.78,14,9,0.73,7.00E-01
h,0.78,14,10,0.36,5.73E-02
h,0.78,8,11,2.18,8.36E-02
h,0.78,20,12,1.96,2.53E-02
h,0.78,5,13,0.0,3.84E-02
h,0.78,2,14,1.31,5.35E-01
h,0.78,1,15,0.0,1.00E+00
h,0.78,1,16,0.0,1.00E+00
h,0.78,2,18,0.0,4.15E-01
h,0.79,1240,1,0.99,8.45E-01
h,0.79,688,2,1.1,1.09E-01
h,0.79,502,3,1.54,1.90E-11
h,0.79,215,4,1.37,1.72E-03
h,0.79,150,5,1.75,1.44E-06
h,0.79,83,6,1.4,2.98E-02
h,0.79,41,7,0.84,5.67E-01
h,0.79,36,8,0.83,6.24E-01
h,0.79,10,9,0.33,1.05E-01
h,0.79,12,10,0.44,1.79E-01
h,0.79,9,11,1.04,7.97E-01
h,0.79,16,12,3.92,8.69E-05
h,0.79,5,13,0.0,3.84E-02
h,0.79,1,14,0.0,1.00E+00
h,0.79,1,15,0.0,1.00E+00
h,0.79,1,16,0.0,1.00E+00
h,0.79,1,18,0.0,1.00E+00
h,0.8,1106,1,1.02,6.11E-01
h,0.8,588,2,1.21,1.61E-03
h,0.8,428,3,1.56,2.25E-10
h,0.8,169,4,1.23,6.55E-02
h,0.8,128,5,1.53,9.95E-04
h,0.8,71,6,1.34,8.13E-02
h,0.8,40,7,0.96,1.00E+00
h,0.8,29,8,0.59,1.23E-01
h,0.8,8,9,0.0,3.89E-03
h,0.8,11,10,0.75,8.27E-01
h,0.8,18,11,6.53,2.36E-08
h,0.8,4,12,0.0,8.35E-02
h,0.8,4,13,0.0,8.35E-02
h,0.8,1,14,0.0,1.00E+00
h,0.8,1,15,0.0,1.00E+00
h,0.8,1,16,0.0,1.00E+00
h,0.81,1000,1,1.02,7.16E-01
h,0.81,542,2,1.23,1.10E-03
h,0.81,337,3,1.48,8.02E-07
h,0.81,161,4,1.29,2.60E-02
h,0.81,106,5,1.58,1.20E-03
h,0.81,60,6,1.22,2.59E-01
h,0.81,29,7,0.8,5.88E-01
h,0.81,15,8,1.14,6.83E-01
h,0.81,10,9,0.15,1.94E-02
h,0.81,12,10,0.26,4.31E-02
h,0.81,15,11,18.27,1.35E-13
h,0.81,1,12,0.0,1.00E+00
h,0.81,4,13,0.0,8.35E-02
h,0.81,1,14,0.0,1.00E+00
h,0.82,969,1,1.01,8.83E-01
h,0.82,535,2,1.22,2.16E-03
h,0.82,324,3,1.48,1.28E-06
h,0.82,160,4,1.24,5.80E-02
h,0.82,101,5,1.56,1.74E-03
h,0.82,59,6,1.26,2.09E-01
h,0.82,28,7,0.84,6.78E-01
h,0.82,15,8,1.14,6.83E-01
h,0.82,10,9,0.15,1.94E-02
h,0.82,12,10,0.26,4.31E-02
h,0.82,15,11,18.27,1.35E-13
h,0.82,1,12,0.0,1.00E+00
h,0.82,4,13,0.0,8.35E-02
h,0.82,1,14,0.0,1.00E+00
h,0.83,903,1,0.96,4.49E-01
h,0.83,506,2,1.26,3.44E-04
h,0.83,296,3,1.4,8.34E-05
h,0.83,146,4,1.2,1.31E-01
h,0.83,96,5,1.61,1.17E-03
h,0.83,53,6,1.26,2.26E-01
h,0.83,24,7,0.54,1.24E-01
h,0.83,13,8,1.12,6.65E-01
h,0.83,19,9,1.45,2.46E-01
h,0.83,11,10,0.29,5.64E-02
h,0.83,4,13,0.0,8.35E-02
h,0.83,1,14,0.0,1.00E+00
h,0.84,867,1,0.96,4.25E-01
h,0.84,480,2,1.21,4.58E-03
h,0.84,285,3,1.37,2.64E-04
h,0.84,133,4,1.17,1.94E-01
h,0.84,88,5,1.72,3.82E-04
h,0.84,49,6,1.36,1.28E-01
h,0.84,26,7,0.82,6.67E-01
h,0.84,16,8,1.68,1.24E-01
h,0.84,11,9,0.49,3.06E-01
h,0.84,8,10,0.19,5.14E-02
h,0.84,3,13,0.0,1.84E-01
h,0.84,1,14,0.0,1.00E+00
h,0.85,794,1,0.97,5.72E-01
h,0.85,449,2,1.28,4.60E-04
h,0.85,239,3,1.38,5.41E-04
h,0.85,101,4,1.23,1.53E-01
h,0.85,78,5,1.69,1.13E-03
h,0.85,38,6,0.95,1.00E+00
h,0.85,23,7,1.42,2.23E-01
h,0.85,13,8,1.52,2.38E-01
h,0.85,6,9,0.65,7.76E-01
h,0.85,5,10,0.33,3.85E-01
h,0.85,2,13,0.0,4.15E-01
h,0.86,724,1,0.99,9.55E-01
h,0.86,394,2,1.33,9.59E-05
h,0.86,205,3,1.48,1.10E-04
h,0.86,89,4,0.77,1.46E-01
h,0.86,53,5,2.15,8.90E-05
h,0.86,41,6,1.37,1.57E-01
h,0.86,11,7,0.75,8.27E-01
h,0.86,4,8,0.0,8.35E-02
h,0.86,5,9,0.87,1.00E+00
h,0.86,5,10,0.33,3.85E-01
h,0.86,2,13,0.0,4.15E-01
h,0.87,649,1,1.03,6.30E-01
h,0.87,327,2,1.3,1.27E-03
h,0.87,179,3,1.44,7.74E-04
h,0.87,80,4,0.78,1.96E-01
h,0.87,38,5,1.17,4.43E-01
h,0.87,26,6,1.31,3.37E-01
h,0.87,7,7,1.74,3.01E-01
h,0.87,3,8,0.0,1.84E-01
h,0.87,5,9,0.87,1.00E+00
h,0.87,4,10,0.44,7.35E-01
h,0.87,2,13,0.0,4.15E-01
h,0.88,583,1,1.07,3.05E-01
h,0.88,297,2,1.41,5.58E-05
h,0.88,155,3,1.54,1.77E-04
h,0.88,76,4,0.68,5.16E-02
h,0.88,30,5,1.31,2.98E-01
h,0.88,21,6,1.44,2.05E-01
h,0.88,8,7,1.31,5.57E-01
h,0.88,3,8,0.0,1.84E-01
h,0.88,5,9,0.87,1.00E+00
h,0.88,4,10,0.44,7.35E-01
h,0.88,1,13,0.0,1.00E+00
h,0.89,467,1,1.0,9.44E-01
h,0.89,242,2,1.51,8.55E-06
h,0.89,104,3,1.26,1.15E-01
h,0.89,53,4,0.79,3.69E-01
h,0.89,19,5,0.47,9.06E-02
h,0.89,10,6,1.31,4.43E-01
h,0.89,3,7,0.0,1.84E-01
h,0.89,2,8,0.0,4.15E-01
h,0.89,1,9,0.0,1.00E+00
h,0.89,2,10,1.31,5.35E-01
h,0.9,382,1,1.06,4.54E-01
h,0.9,188,2,1.42,8.85E-04
h,0.9,74,3,1.62,3.66E-03
h,0.9,41,4,0.92,9.07E-01
h,0.9,12,5,0.12,4.81E-03
h,0.9,6,6,2.61,6.98E-02
h,0.9,2,7,0.0,4.15E-01
h,0.9,2,8,0.0,4.15E-01
h,0.9,1,10,0.0,1.00E+00
h,0.91,352,1,0.98,8.40E-01
